ISO 639-3	ISO 639-2	ISO 639-1	Language Name
mgs			Manda (Tanzania)
mgt			Mongol
mgu			Mailu
mgv			Matengo
mgw			Matumbi
mgx			Omati
mgy			Mbunga
mgz			Mbugwe
mha			Manda (India)
mhb			Mahongwe
mhc			Mocho
mhd			Mbugu
mhe			Besisi
mhf			Mamaa
mhg			Margu
mhh			Maskoy Pidgin
mhi			Ma'di
mhj			Mogholi
mhk			Mungaka
mhl			Mauwake
mhm			Makhuwa-Moniga
mhn			Mócheno
mho			Mashi (Zambia)
mhp			Balinese Malay
mhq			Mandan
mhr			Eastern Mari
mhs			Buru (Indonesia)
mht			Mandahuaca
mhu			Digaro-Mishmi
mhw			Mbukushu
mhx			Maru
mhy			Ma'anyan
mhz			Mor (Mor Islands)
mia			Miami
mib			Atatláhuca Mixtec
mic	mic		Mi'kmaq
mid			Mandaic
mie			Ocotepec Mixtec
mif			Mofu-Gudur
mig			San Miguel El Grande Mixtec
mih			Chayuco Mixtec
mii			Chigmecatitlán Mixtec
mij			Abar
mik			Mikasuki
mil			Peñoles Mixtec
mim			Alacatlatzala Mixtec
min	min		Minangkabau
mio			Pinotepa Nacional Mixtec
mip			Apasco-Apoala Mixtec
miq			Mískito
mir			Isthmus Mixe
mit			Southern Puebla Mixtec
miu			Cacaloxtepec Mixtec
miw			Akoye
mix			Mixtepec Mixtec
miy			Ayutla Mixtec
miz			Coatzospan Mixtec
mja			Mahei
mjc			San Juan Colorado Mixtec
mjd			Northwest Maidu
mje			Muskum
mjg			Tu
mjh			Mwera (Nyasa)
mji			Kim Mun
mjj			Mawak
mjk			Matukar
mjl			Mandeali
mjm			Medebur
mjn			Ma (Papua New Guinea)
mjo			Malankuravan
mjp			Malapandaram
mjq			Malaryan
mjr			Malavedan
mjs			Miship
mjt			Sauria Paharia
mju			Manna-Dora
mjv			Mannan
mjw			Karbi
mjx			Mahali
mjy			Mahican
mjz			Majhi
mka			Mbre
mkb			Mal Paharia
mkc			Siliput
mkd	mkd / mac* 	mk	Macedonian
mke			Mawchi
mkf			Miya
mkg			Mak (China)
mki			Dhatki
mkj			Mokilese
mkk			Byep
mkl			Mokole
mkm			Moklen
mkn			Kupang Malay
mko			Mingang Doso
mkp			Moikodi
mkq			Bay Miwok
mkr			Malas
mks			Silacayoapan Mixtec
mkt			Vamale
mku			Konyanka Maninka
mkv			Mafea
mkw			Kituba (Congo)
mkx			Kinamiging Manobo
mky			East Makian
mkz			Makasae
mla			Malo
mlb			Mbule
mlc			Cao Lan
mld			Malakhel
mle			Manambu
mlf			Mal
mlg	mlg	mg	Malagasy
mlh			Mape
mli			Malimpung
mlj			Miltu
mlk			Ilwana
mll			Malua Bay
mlm			Mulam
mln			Malango
mlo			Mlomp
mlp			Bargam
mlq			Western Maninkakan
mlr			Vame
mls			Masalit
mlt	mlt	mt	Maltese
mlu			To'abaita
mlv			Motlav
mlw			Moloko
mlx			Malfaxal
mlz			Malaynon
mma			Mama
mmb			Momina
mmc			Michoacán Mazahua
mmd			Maonan
mme			Mae
mmf			Mundat
mmg			North Ambrym
mmh			Mehináku
mmi			Musar
mmj			Majhwar
mmk			Mukha-Dora
mml			Man Met
mmm			Maii
mmn			Mamanwa
mmo			Mangga Buang
mmp			Siawi
mmq			Musak
mmr			Western Xiangxi Miao
mmt			Malalamai
mmu			Mmaala
mmv			Miriti
mmw			Emae
mmx			Madak
mmy			Migaama
mmz			Mabaale
mna			Mbula
mnb			Muna
mnc	mnc		Manchu
mnd			Mondé
mne			Naba
mnf			Mundani
mng			Eastern Mnong
mnh			Mono (Democratic Republic of Congo)
mni	mni		Manipuri
mnj			Munji
mnk			Mandinka
mnl			Tiale
mnm			Mapena
mnn			Southern Mnong
mnp			Min Bei Chinese
mnq			Minriq
mnr			Mono (USA)
mns			Mansi
mnt			Maykulan
mnu			Mer
mnv			Rennell-Bellona
mnw			Mon
mnx			Manikion
mny			Manyawa
mnz			Moni
moa			Mwan
moc			Mocoví
mod			Mobilian
moe			Montagnais
mog			Mongondow
moh	moh		Mohawk
moi			Mboi
moj			Monzombo
mok			Morori
mom			Mangue
mon	mon	mn	Mongolian
moo			Monom
mop			Mopán Maya
moq			Mor (Bomberai Peninsula)
mor			Moro
mos	mos		Mossi
mot			Barí
mou			Mogum
mov			Mohave
mow			Moi (Congo)
mox			Molima
moy			Shekkacho
moz			Mukulu
mpa			Mpoto
mpb			Mullukmulluk
mpc			Mangarayi
mpd			Machinere
mpe			Majang
mpg			Marba
mph			Maung
mpi			Mpade
mpj			Martu Wangka
mpk			Mbara (Chad)
mpl			Middle Watut
mpm			Yosondúa Mixtec
mpn			Mindiri
mpo			Miu
mpp			Migabac
mpq			Matís
mpr			Vangunu
mps			Dadibi
mpt			Mian
mpu			Makuráp
mpv			Mungkip
mpw			Mapidian
mpx			Misima-Paneati
mpy			Mapia
mpz			Mpi
mqa			Maba (Indonesia)
mqb			Mbuko
mqc			Mangole
mqe			Matepi
mqf			Momuna
mqg			Kota Bangun Kutai Malay
mqh			Tlazoyaltepec Mixtec
mqi			Mariri
mqj			Mamasa
mqk			Rajah Kabunsuwan Manobo
mql			Mbelime
mqm			South Marquesan
mqn			Moronene
mqo			Modole
mqp			Manipa
mqq			Minokok
mqr			Mander
mqs			West Makian
mqt			Mok
mqu			Mandari
mqv			Mosimo
mqw			Murupi
mqx			Mamuju
mqy			Manggarai
mqz			Malasanga
mra			Mlabri
mrb			Marino
mrc			Maricopa
mrd			Western Magar
mre			Martha's Vineyard Sign Language
mrf			Elseng
mrg			Miri
mrh			Mara Chin
mri	mri / mao* 	mi	Maori
mrj			Western Mari
mrk			Hmwaveke
mrl			Mortlockese
mrm			Merlav
mrn			Cheke Holo
mro			Mru
mrp			Morouas
mrq			North Marquesan
mrr			Maria (India)
mrs			Maragus
mrt			Marghi Central
mru			Mono (Cameroon)
mrv			Mangareva
mrw			Maranao
mrx			Maremgi
mry			Mandaya
mrz			Marind
msa	msa / may* 	ms	Malay (macrolanguage)
msb			Masbatenyo
msc			Sankaran Maninka
msd			Yucatec Maya Sign Language
mse			Musey
msf			Mekwei
msg			Moraid
msh			Masikoro Malagasy
msi			Sabah Malay
msj			Ma (Democratic Republic of Congo)
msk			Mansaka
msl			Molof
msm			Agusan Manobo
msn			Vurës
mso			Mombum
msp			Maritsauá
msq			Caac
msr			Mongolian Sign Language
mss			West Masela
msu			Musom
msv			Maslam
msw			Mansoanka
msx			Moresada
msy			Aruamu
msz			Momare
mta			Cotabato Manobo
mtb			Anyin Morofo
mtc			Munit
mtd			Mualang
mte			Mono (Solomon Islands)
mtf			Murik (Papua New Guinea)
mtg			Una
mth			Munggui
mti			Maiwa (Papua New Guinea)
mtj			Moskona
mtk			Mbe'
mtl			Montol
mtm			Mator
mtn			Matagalpa
mto			Totontepec Mixe
mtp			Wichí Lhamtés Nocten
mtq			Muong
mtr			Mewari
mts			Yora
mtt			Mota
mtu			Tututepec Mixtec
mtv			Asaro'o
mtw			Southern Binukidnon
mtx			Tidaá Mixtec
mty			Nabi
mua			Mundang
mub			Mubi
muc			Mbu'
mud			Mednyj Aleut
mue			Media Lengua
mug			Musgu
muh			Mündü
mui			Musi
muj			Mabire
muk			Mugom
mum			Maiwala
muo			Nyong
mup			Malvi
muq			Eastern Xiangxi Miao
mur			Murle
mus	mus		Creek
mut			Western Muria
muu			Yaaku
muv			Muthuvan
mux			Bo-Ung
muy			Muyang
muz			Mursi
mva			Manam
mvb			Mattole
mvd			Mamboru
mve			Marwari (Pakistan)
mvf			Peripheral Mongolian
mvg			Yucuañe Mixtec
mvh			Mire
mvi			Miyako
mvk			Mekmek
mvl			Mbara (Australia)
mvm			Muya
mvn			Minaveha
mvo			Marovo
mvp			Duri
mvq			Moere
mvr			Marau
mvs			Massep
mvt			Mpotovoro
mvu			Marfa
mvv			Tagal Murut
mvw			Machinga
mvx			Meoswar
mvy			Indus Kohistani
mvz			Mesqan
mwa			Mwatebu
mwb			Juwal
mwc			Are
mwd			Mudbura
mwe			Mwera (Chimwera)
mwf			Murrinh-Patha
mwg			Aiklep
mwh			Mouk-Aria
mwi			Labo
mwj			Maligo
mwk			Kita Maninkakan
mwl	mwl		Mirandese
mwm			Sar
mwn			Nyamwanga
mwo			Central Maewo
mwp			Kala Lagaw Ya
mwq			Mün Chin
mwr	mwr		Marwari
mws			Mwimbi-Muthambi
mwt			Moken
mwu			Mittu
mwv			Mentawai
mww			Hmong Daw
mwx			Mediak
mwy			Mosiro
mwz			Moingi
mxa			Northwest Oaxaca Mixtec
mxb			Tezoatlán Mixtec
mxc			Manyika
mxd			Modang
mxe			Mele-Fila
mxf			Malgbe
mxg			Mbangala
mxh			Mvuba
mxi			Mozarabic
mxj			Miju-Mishmi
mxk			Monumbo
mxl			Maxi Gbe
mxm			Meramera
mxn			Moi (Indonesia)
mxo			Mbowe
mxp			Tlahuitoltepec Mixe
mxq			Juquila Mixe
mxr			Murik (Malaysia)
mxs			Huitepec Mixtec
mxt			Jamiltepec Mixtec
mxu			Mada (Cameroon)
mxv			Metlatónoc Mixtec
mxw			Namo
mxx			Mahou
mxy			Southeastern Nochixtlán Mixtec
mxz			Central Masela
mya	mya / bur* 	my	Burmese
myb			Mbay
myc			Mayeka
myd			Maramba
mye			Myene
myf			Bambassi
myg			Manta
myh			Makah
myi			Mina (India)
myj			Mangayat
myk			Mamara Senoufo
myl			Moma
mym			Me'en
myo			Anfillo
myp			Pirahã
myq			Forest Maninka
myr			Muniche
mys			Mesmes
myu			Mundurukú
myv	myv		Erzya
myw			Muyuw
myx			Masaaba
myy			Macuna
myz			Classical Mandaic
mza			Santa María Zacatepec Mixtec
mzb			Tumzabt
mzc			Madagascar Sign Language
mzd			Malimba
mze			Morawa
mzg			Monastic Sign Language
mzh			Wichí Lhamtés Güisnay
mzi			Ixcatlán Mazatec
mzj			Manya
mzk			Nigeria Mambila
mzl			Mazatlán Mixe
mzm			Mumuye
mzn			Mazanderani
mzo			Matipuhy
mzp			Movima
mzq			Mori Atas
mzr			Marúbo
mzs			Macanese
mzt			Mintil
mzu			Inapang
mzv			Manza
mzw			Deg
mzx			Mawayana
mzy			Mozambican Sign Language
mzz			Maiadomu
naa			Namla
nab			Southern Nambikuára
nac			Narak
nad			Nijadali
nae			Naka'ela
naf			Nabak
nag			Naga Pidgin
naj			Nalu
nak			Nakanai
nal			Nalik
nam			Nangikurrunggurr
nan			Min Nan Chinese
nao			Naaba
nap	nap		Neapolitan
naq			Nama (Namibia)
nar			Iguta
nas			Naasioi
nat			Hungworo
nau	nau	na	Nauru
nav	nav	nv	Navajo
naw			Nawuri
nax			Nakwi
nay			Narrinyeri
naz			Coatepec Nahuatl
nba			Nyemba
nbb			Ndoe
nbc			Chang Naga
nbd			Ngbinda
nbe			Konyak Naga
nbf			Naxi
nbg			Nagarchal
nbh			Ngamo
nbi			Mao Naga
nbj			Ngarinman
nbk			Nake
nbl	nbl	nr	South Ndebele
nbm			Ngbaka Ma'bo
nbn			Kuri
nbo			Nkukoli
nbp			Nnam
nbq			Nggem
nbr			Numana-Nunku-Gbantu-Numbu
nbs			Namibian Sign Language
nbt			Na
nbu			Rongmei Naga
nbv			Ngamambo
nbw			Southern Ngbandi
nbx			Ngura
nby			Ningera
nca			Iyo
ncb			Central Nicobarese
ncc			Ponam
ncd			Nachering
nce			Yale
ncf			Notsi
ncg			Nisga'a
nch			Central Huasteca Nahuatl
nci			Classical Nahuatl
ncj			Northern Puebla Nahuatl
nck			Nakara
ncl			Michoacán Nahuatl
ncm			Nambo
ncn			Nauna
nco			Sibe
ncp			Ndaktup
ncr			Ncane
ncs			Nicaraguan Sign Language
nct			Chothe Naga
ncu			Chumburung
ncx			Central Puebla Nahuatl
ncz			Natchez
nda			Ndasa
ndb			Kenswei Nsei
ndc			Ndau
ndd			Nde-Nsele-Nta
nde	nde	nd	North Ndebele
ndf			Nadruvian
ndg			Ndengereko
ndh			Ndali
ndi			Samba Leko
ndj			Ndamba
ndk			Ndaka
ndl			Ndolo
ndm			Ndam
ndn			Ngundi
ndo	ndo	ng	Ndonga
ndp			Ndo
ndq			Ndombe
ndr			Ndoola
nds	nds		Low German
ndt			Ndunga
ndu			Dugun
ndv			Ndut
ndw			Ndobo
ndx			Nduga
ndy			Lutos
ndz			Ndogo
nea			Eastern Ngad'a
neb			Toura (Côte d'Ivoire)
nec			Nedebang
ned			Nde-Gbite
nee			Kumak
nef			Nefamese
neg			Negidal
neh			Nyenkha
nei			Neo-Hittite
nej			Neko
nek			Neku
nem			Nemi
nen			Nengone
neo			Ná-Meo
nep	nep	ne	Nepali
neq			North Central Mixe
ner			Yahadian
nes			Bhoti Kinnauri
net			Nete
nev			Nyaheun
new	new		Newari
nex			Neme
ney			Neyo
nez			Nez Perce
nfa			Dhao
nfd			Ahwai
nfl			Ayiwo
nfr			Nafaanra
nfu			Mfumte
nga			Ngbaka
ngb			Northern Ngbandi
ngc			Ngombe (Democratic Republic of Congo)
ngd			Ngando (Central African Republic)
nge			Ngemba
ngg			Ngbaka Manza
ngh			N/u
ngi			Ngizim
ngj			Ngie
ngk			Ngalkbun
ngl			Lomwe
ngm			Ngatik Men's Creole
ngn			Ngwo
ngo			Ngoni
ngp			Ngulu
ngq			Ngurimi
ngr			Nanggu
ngs			Gvoko
ngt			Ngeq
ngu			Guerrero Nahuatl
ngv			Nagumi
ngw			Ngwaba
ngx			Nggwahyi
ngy			Tibea
ngz			Ngungwel
nha			Nhanda
nhb			Beng
nhc			Tabasco Nahuatl
nhd			Chiripá
nhe			Eastern Huasteca Nahuatl
nhf			Nhuwala
nhg			Tetelcingo Nahuatl
nhh			Nahari
nhi			Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
nhk			Isthmus-Cosoleacaque Nahuatl
nhm			Morelos Nahuatl
nhn			Central Nahuatl
nho			Takuu
nhp			Isthmus-Pajapan Nahuatl
nhq			Huaxcaleca Nahuatl
nhr			Naro
nht			Ometepec Nahuatl
nhu			Noone
nhv			Temascaltepec Nahuatl
nhw			Western Huasteca Nahuatl
nhx			Isthmus-Mecayapan Nahuatl
nhy			Northern Oaxaca Nahuatl
nhz			Santa María La Alta Nahuatl
nia	nia		Nias
nib			Nakama
nid			Ngandi
nie			Niellim
nif			Nek
nig			Ngalakan
nih			Nyiha (Tanzania)
nii			Nii
nij			Ngaju
nik			Southern Nicobarese
nil			Nila
nim			Nilamba
nin			Ninzo
nio			Nganasan
niq			Nandi
nir			Nimboran
nis			Nimi
nit			Southeastern Kolami
niu	niu		Niuean
niv			Gilyak
niw			Nimo
nix			Hema
niy			Ngiti
niz			Ningil
nja			Nzanyi
njb			Nocte Naga
njd			Ndonde Hamba
njh			Lotha Naga
nji			Gudanji
njj			Njen
njl			Njalgulgule
njm			Angami Naga
njn			Liangmai Naga
njo			Ao Naga
njr			Njerep
njs			Nisa
njt			Ndyuka-Trio Pidgin
nju			Ngadjunmaya
njx			Kunyi
njy			Njyem
nka			Nkoya
nkb			Khoibu Naga
nkc			Nkongho
nkd			Koireng
nke			Duke
nkf			Inpui Naga
nkg			Nekgini
nkh			Khezha Naga
nki			Thangal Naga
nkj			Nakai
nkk			Nokuku
nkm			Namat
nkn			Nkangala
nko			Nkonya
nkp			Niuatoputapu
nkq			Nkami
nkr			Nukuoro
nks			North Asmat
nkt			Nyika (Tanzania)
nku			Bouna Kulango
nkv			Nyika (Malawi and Zambia)
nkw			Nkutu
nkx			Nkoroo
nkz			Nkari
nla			Ngombale
nlc			Nalca
nld	nld / dut* 	nl	Dutch
nle			East Nyala
nlg			Gela
nli			Grangali
nlj			Nyali
nlk			Ninia Yali
nll			Nihali
nln			Durango Nahuatl
nlo			Ngul
nlr			Ngarla
nlu			Nchumbulu
nlv			Orizaba Nahuatl
nlx			Nahali
nly			Nyamal
nlz			Nalögo
nma			Maram Naga
nmb			Big Nambas
nmc			Ngam
nmd			Ndumu
nme			Mzieme Naga
nmf			Tangkhul Naga
nmg			Kwasio
nmh			Monsang Naga
nmi			Nyam
nmj			Ngombe (Central African Republic)
nmk			Namakura
nml			Ndemli
nmm			Manangba
nmn			!Xóõ
nmo			Moyon Naga
nmp			Nimanbur
nmq			Nambya
nmr			Nimbari
nms			Letemboi
nmt			Namonuito
nmu			Northeast Maidu
nmv			Ngamini
nmw			Nimoa
nmx			Nama (Papua New Guinea)
nmy			Namuyi
nmz			Nawdm
nna			Nyangumarta
nnb			Nande
nnc			Nancere
nnd			West Ambae
nne			Ngandyera
nnf			Ngaing
nng			Maring Naga
nnh			Ngiemboon
nni			North Nuaulu
nnj			Nyangatom
nnk			Nankina
nnl			Northern Rengma Naga
nnm			Namia
nnn			Ngete
nno	nno	nn	Norwegian Nynorsk
nnp			Wancho Naga
nnq			Ngindo
nnr			Narungga
nns			Ningye
nnt			Nanticoke
nnu			Dwang
nnv			Nugunu (Australia)
nnw			Southern Nuni
nnx			Ngong
nny			Nyangga
nnz			Nda'nda'
noa			Woun Meu
nob	nob	nb	Norwegian Bokmål
noc			Nuk
nod			Northern Thai
noe			Nimadi
nof			Nomane
nog	nog		Nogai
noh			Nomu
noi			Noiri
noj			Nonuya
nok			Nooksack
nom			Nocamán
non	non		Old Norse
noo			Nootka
nop			Numanggang
noq			Ngongo
nor	nor	no	Norwegian
nos			Eastern Nisu
not			Nomatsiguenga
nou			Ewage-Notu
nov			Novial
now			Nyambo
noy			Noy
noz			Nayi
npa			Nar Phu
npb			Nupbikha
nph			Phom Naga
npl			Southeastern Puebla Nahuatl
npn			Mondropolon
npo			Pochuri Naga
nps			Nipsan
npu			Puimei Naga
npy			Napu
nqg			Southern Nago
nqk			Kura Ede Nago
nqm			Ndom
nqn			Nen
nqo	nqo		N'Ko
nra			Ngom
nrb			Nara
nrc			Noric
nre			Southern Rengma Naga
nrg			Narango
nri			Chokri Naga
nrl			Ngarluma
nrm			Narom
nrn			Norn
nrp			North Picene
nrr			Norra
nrt			Northern Kalapuya
nrx			Ngurmbur
nrz			Lala
nsa			Sangtam Naga
nsc			Nshi
nsd			Southern Nisu
nse			Nsenga
nsg			Ngasa
nsh			Ngoshie
nsi			Nigerian Sign Language
nsk			Naskapi
nsl			Norwegian Sign Language
nsm			Sumi Naga
nsn			Nehan
nso	nso		Pedi
nsp			Nepalese Sign Language
nsq			Northern Sierra Miwok
nsr			Maritime Sign Language
nss			Nali
nst			Tase Naga
nsu			Sierra Negra Nahuatl
nsv			Southwestern Nisu
nsw			Navut
nsx			Nsongo
nsy			Nasal
nsz			Nisenan
nte			Nathembo
nti			Natioro
ntj			Ngaanyatjarra
ntk			Ikoma-Nata-Isenye
ntm			Nateni
nto			Ntomba
ntp			Northern Tepehuan
ntr			Delo
nts			Natagaimas
ntu			Natügu
ntw			Nottoway
nty			Mantsi
ntz			Natanzi
nua			Yuaga
nuc			Nukuini
nud			Ngala
nue			Ngundu
nuf			Nusu
nug			Nungali
nuh			Ndunda
nui			Ngumbi
nuj			Nyole
nul			Nusa Laut
num			Niuafo'ou
nun			Nung (Myanmar)
nuo			Nguôn
nup			Nupe-Nupe-Tako
nuq			Nukumanu
nur			Nukuria
nus			Nuer
nut			Nung (Viet Nam)
nuu			Ngbundu
nuv			Northern Nuni
nuw			Nguluwan
nux			Mehek
nuy			Nunggubuyu
nuz			Tlamacazapa Nahuatl
nvh			Nasarian
nvm			Namiae
nwa			Nawathinehena
nwb			Nyabwa
nwc	nwc		Classical Newari
nwe			Ngwe
nwi			Southwest Tanna
nwm			Nyamusa-Molo
nwr			Nawaru
nwx			Middle Newar
nwy			Nottoway-Meherrin
nxa			Nauete
nxd			Ngando (Democratic Republic of Congo)
nxe			Nage
nxg			Ngad'a
nxi			Nindi
nxl			South Nuaulu
nxm			Numidian
nxn			Ngawun
nxr			Ninggerum
nxu			Narau
nxx			Nafri
nya	nya	ny	Nyanja
nyb			Nyangbo
nyc			Nyanga-li
nyd			Nyore
nye			Nyengo
nyf			Giryama
nyg			Nyindu
nyh			Nyigina
nyi			Ama (Sudan)
nyj			Nyanga
nyk			Nyaneka
nyl			Nyeu
nym	nym		Nyamwezi
nyn	nyn		Nyankole
nyo	nyo		Nyoro
nyp			Nyang'i
nyq			Nayini
nyr			Nyiha (Malawi)
nys			Nyunga
nyt			Nyawaygi
nyu			Nyungwe
nyv			Nyulnyul
nyw			Nyaw
nyx			Nganyaywana
nyy			Nyakyusa-Ngonde
nza			Tigon Mbembe
nzb			Njebi
nzi	nzi		Nzima
nzk			Nzakara
nzm			Zeme Naga
nzs			New Zealand Sign Language
nzu			Teke-Nzikou
nzy			Nzakambay
nzz			Nanga Dama Dogon
oaa			Orok
oac			Oroch
oar			Old Aramaic (up to 700 BCE)
oav			Old Avar
obi			Obispeño
obk			Southern Bontok
obl			Oblo
obm			Moabite
obo			Obo Manobo
obr			Old Burmese
obt			Old Breton
obu			Obulom
oca			Ocaina
och			Old Chinese
oci	oci	oc	Occitan (post 1500)
oco			Old Cornish
ocu			Atzingo Matlatzinca
oda			Odut
odk			Od
odt			Old Dutch
odu			Odual
ofo			Ofo
ofs			Old Frisian
ofu			Efutop
ogb			Ogbia
ogc			Ogbah
oge			Old Georgian
ogg			Ogbogolo
ogo			Khana
ogu			Ogbronuagum
oht			Old Hittite
ohu			Old Hungarian
oia			Oirata
oin			Inebu One
ojb			Northwestern Ojibwa
ojc			Central Ojibwa
ojg			Eastern Ojibwa
oji	oji	oj	Ojibwa
ojp			Old Japanese
ojs			Severn Ojibwa
ojv			Ontong Java
ojw			Western Ojibwa
oka			Okanagan
okb			Okobo
okd			Okodia
oke			Okpe (Southwestern Edo)
okh			Koresh-e Rostam
oki			Okiek
okj			Oko-Juwoi
okk			Kwamtim One
okl			Old Kentish Sign Language
okm			Middle Korean (10th-16th cent.)
okn			Oki-No-Erabu
oko			Old Korean (3rd-9th cent.)
okr			Kirike
oks			Oko-Eni-Osayen
oku			Oku
okv			Orokaiva
okx			Okpe (Northwestern Edo)
ola			Walungge
old			Mochi
ole			Olekha
olm			Oloma
olo			Livvi
olr			Olrat
oma			Omaha-Ponca
omb			East Ambae
omc			Mochica
ome			Omejes
omg			Omagua
omi			Omi
omk			Omok
oml			Ombo
omn			Minoan
omo			Utarmbung
omp			Old Manipuri
omr			Old Marathi
omt			Omotik
omu			Omurano
omw			South Tairora
omx			Old Mon
ona			Ona
onb			Lingao
one			Oneida
ong			Olo
oni			Onin
onj			Onjob
onk			Kabore One
onn			Onobasulu
ono			Onondaga
onp			Sartang
onr			Northern One
ons			Ono
ont			Ontenu
onu			Unua
onw			Old Nubian
onx			Onin Based Pidgin
ood			Tohono O'odham
oog			Ong
oon			Önge
oor			Oorlams
oos			Old Ossetic
opa			Okpamheri
opk			Kopkaka
opm			Oksapmin
opo			Opao
opt			Opata
opy			Ofayé
ora			Oroha
orc			Orma
ore			Orejón
org			Oring
orh			Oroqen
ori	ori	or	Oriya
orm	orm	om	Oromo
orn			Orang Kanaq
oro			Orokolo
orr			Oruma
ors			Orang Seletar
ort			Adivasi Oriya
oru			Ormuri
orv			Old Russian
orw			Oro Win
orx			Oro
orz			Ormu
osa	osa		Osage
osc			Oscan
osi			Osing
oso			Ososo
osp			Old Spanish
oss	oss	os	Ossetian
ost			Osatu
osu			Southern One
osx			Old Saxon
ota	ota		Ottoman Turkish (1500-1928)
otb			Old Tibetan
otd			Ot Danum
ote			Mezquital Otomi
oti			Oti
otk			Old Turkish
otl			Tilapa Otomi
otm			Eastern Highland Otomi
otn			Tenango Otomi
otq			Querétaro Otomi
otr			Otoro
ots			Estado de México Otomi
ott			Temoaya Otomi
otu			Otuke
otw			Ottawa
otx			Texcatepec Otomi
oty			Old Tamil
otz			Ixtenco Otomi
oua			Tagargrent
oub			Glio-Oubi
oue			Ounge
oui			Old Uighur
oum			Ouma
oun			!O!ung
owi			Owiniga
owl			Old Welsh
oyb			Oy
oyd			Oyda
oym			Wayampi
oyy			Oya'oya
ozm			Koonzime
pab			Parecís
pac			Pacoh
pad			Paumarí
pae			Pagibete
paf			Paranawát
pag	pag		Pangasinan
pah			Tenharim
pai			Pe
pak			Parakanã
pal	pal		Pahlavi
pam	pam		Pampanga
pan	pan	pa	Panjabi
pao			Northern Paiute
pap	pap		Papiamento
paq			Parya
par			Panamint
pas			Papasena
pat			Papitalai
pau	pau		Palauan
pav			Pakaásnovos
paw			Pawnee
pax			Pankararé
pay			Pech
paz			Pankararú
pbb			Páez
pbc			Patamona
pbe			Mezontla Popoloca
pbf			Coyotepec Popoloca
pbg			Paraujano
pbh			E'ñapa Woromaipu
pbi			Parkwa
pbl			Mak (Nigeria)
pbn			Kpasam
pbo			Papel
pbp			Badyara
pbr			Pangwa
pbs			Central Pame
pbt			Southern Pashto
pbu			Northern Pashto
pbv			Pnar
pby			Pyu
pbz			Palu
pca			Santa Inés Ahuatempan Popoloca
pcb			Pear
pcc			Bouyei
pcd			Picard
pce			Ruching Palaung
pcf			Paliyan
pcg			Paniya
pch			Pardhan
pci			Duruwa
pcj			Parenga
pck			Paite Chin
pcl			Pardhi
pcm			Nigerian Pidgin
pcn			Piti
pcp			Pacahuara
pcr			Panang
pcw			Pyapun
pda			Anam
pdc	pdc		Pennsylvania German
pdi			Pa Di
pdn			Podena
pdo			Padoe
pdt			Plautdietsch
pdu			Kayan
pea			Peranakan Indonesian
peb			Eastern Pomo
ped			Mala (Papua New Guinea)
pee			Taje
pef			Northeastern Pomo
peg			Pengo
peh			Bonan
pei			Chichimeca-Jonaz
pej			Northern Pomo
pek			Penchal
pel			Pekal
pem			Phende
peo	peo		Old Persian (ca. 600-400 B.C.)
pep			Kunja
peq			Southern Pomo
pes			Iranian Persian
pev			Pémono
pex			Petats
pey			Petjo
pez			Eastern Penan
pfa			Pááfang
pfe			Peere
pfl			Pfaelzisch
pga			Sudanese Creole Arabic
pgg			Pangwali
pgi			Pagi
pgk			Rerep
pgn			Paelignian
pgs			Pangseng
pgu			Pagu
pgy			Pongyong
pha			Pa-Hng
phd			Phudagi
phg			Phuong
phh			Phukha
phk			Phake
phl			Phalura
phm			Phimbi
phn	phn		Phoenician
pho			Phunoi
phq			Phana'
phr			Pahari-Potwari
pht			Phu Thai
phu			Phuan
phv			Pahlavani
phw			Phangduwali
pia			Pima Bajo
pib			Yine
pic			Pinji
pid			Piaroa
pie			Piro
pif			Pingelapese
pig			Pisabo
pih			Pitcairn-Norfolk
pii			Pini
pij			Pijao
pil			Yom
pim			Powhatan
pin			Piame
pio			Piapoco
pip			Pero
pir			Piratapuyo
pis			Pijin
pit			Pitta Pitta
piu			Pintupi-Luritja
piv			Pileni
piw			Pimbwe
pix			Piu
piy			Piya-Kwonci
piz			Pije
pjt			Pitjantjatjara
pka			Ardhamāgadhī Prākrit
pkb			Pokomo
pkc			Paekche
pkg			Pak-Tong
pkh			Pankhu
pkn			Pakanha
pko			Pökoot
pkp			Pukapuka
pkr			Attapady Kurumba
pks			Pakistan Sign Language
pkt			Maleng
pku			Paku
pla			Miani
plb			Polonombauk
plc			Central Palawano
pld			Polari
ple			Palu'e
plg			Pilagá
plh			Paulohi
pli	pli	pi	Pali
plj			Polci
plk			Kohistani Shina
pll			Shwe Palaung
pln			Palenquero
plo			Oluta Popoluca
plp			Palpa
plq			Palaic
plr			Palaka Senoufo
pls			San Marcos Tlalcoyalco Popoloca
plt			Plateau Malagasy
plu			Palikúr
plv			Southwest Palawano
plw			Brooke's Point Palawano
ply			Bolyu
plz			Paluan
pma			Paama
pmb			Pambia
pmc			Palumata
pme			Pwaamei
pmf			Pamona
pmh			Māhārāṣṭri Prākrit
pmi			Northern Pumi
pmj			Southern Pumi
pmk			Pamlico
pml			Lingua Franca
pmm			Pomo
pmn			Pam
pmo			Pom
pmq			Northern Pame
pmr			Paynamar
pms			Piemontese
